Rank 0 k8N5R_4j3Vc|| PageRank Score: 0.000285525|| Category: Sports|| Length: 281|| Views: 13133|| Ratings: 37|| Rate: 4.78|| Comments: 0
Rank 1354 -ocxTbGvQ-k|| PageRank Score: 2.77557e-05|| Category: Sports|| Length: 123|| Views: 2797|| Ratings: 6|| Rate: 5|| Comments: 6
Rank 1355 TbmtkxHEveE|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 224|| Views: 706|| Ratings: 6|| Rate: 3|| Comments: 2
Rank 1356 4vz-WTVOBIw|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 184|| Views: 38|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1357 84B4zFDItfc|| PageRank Score: 2.77557e-05|| Category: Music|| Length: 503|| Views: 279|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1358 AxuAUIQklbU|| PageRank Score: 2.77557e-05|| Category: Music|| Length: 266|| Views: 1398|| Ratings: 6|| Rate: 4.17|| Comments: 2
Rank 1359 yq4u8mJfHt0|| PageRank Score: 2.77557e-05|| Category: Sports|| Length: 9|| Views: 1355|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1360 TaFJhZTyBwA|| PageRank Score: 2.77557e-05|| Category: People|| Length: 277|| Views: 470|| Ratings: 14|| Rate: 3.79|| Comments: 24
Rank 1361 TZv51-iP1wo|| PageRank Score: 2.77557e-05|| Category: News|| Length: 555|| Views: 965|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 1362 Z8pMkb0BOzQ|| PageRank Score: 2.77557e-05|| Category: Gadgets|| Length: 47|| Views: 707|| Ratings: 2|| Rate: 4.5|| Comments: 6
Rank 1363 TMeA55lYSO4|| PageRank Score: 2.77557e-05|| Category: Music|| Length: 161|| Views: 18926|| Ratings: 10|| Rate: 5|| Comments: 5
Rank 1364 AVtDdoouo64|| PageRank Score: 2.77557e-05|| Category: Film|| Length: 400|| Views: 5948|| Ratings: 21|| Rate: 4.29|| Comments: 5
Rank 1365 8FEHP7JGego|| PageRank Score: 2.77557e-05|| Category: Entertainment|| Length: 422|| Views: 16397|| Ratings: 52|| Rate: 4.71|| Comments: 72
Rank 1366 8FuQ8rKJ6k0|| PageRank Score: 2.77557e-05|| Category: Entertainment|| Length: 70|| Views: 208|| Ratings: 14|| Rate: 5|| Comments: 11
Rank 1367 -6BFWwRGbws|| PageRank Score: 2.77557e-05|| Category: People|| Length: 11|| Views: 907|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1368 RJzcnhrwN6M|| PageRank Score: 2.77557e-05|| Category: News|| Length: 62|| Views: 218|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1369 cjCkziMlleY|| PageRank Score: 2.77557e-05|| Category: Music|| Length: 83|| Views: 446|| Ratings: 5|| Rate: 5|| Comments: 9
Rank 1370 TIXEXSl5Y1M|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 31|| Views: 68|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1371 j5UIlzb51Oc|| PageRank Score: 2.77557e-05|| Category: Howto|| Length: 644|| Views: 51|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1372 ZK0FT_tl8WA|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 92|| Views: 22|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1373 9nt02fQIcAw|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 284|| Views: 19034|| Ratings: 63|| Rate: 4.89|| Comments: 27
Rank 1374 zOUuixO0WIg|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 24|| Views: 20|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1375 9dPJCaJsbfQ|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 295|| Views: 6521|| Ratings: 13|| Rate: 4.31|| Comments: 8
Rank 1376 RSSalifk_D4|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 31|| Views: 2942|| Ratings: 5|| Rate: 4.8|| Comments: 1
Rank 1377 2qi1QhkTyNk|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 478|| Views: 448|| Ratings: 13|| Rate: 3.23|| Comments: 4
Rank 1378 r8r67E2cpo8|| PageRank Score: 2.77557e-05|| Category: Gadgets|| Length: 76|| Views: 28|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1379 8I3ESW79AZU|| PageRank Score: 2.77557e-05|| Category: Gadgets|| Length: 67|| Views: 70|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1380 3PE2vtAqrbk|| PageRank Score: 2.77557e-05|| Category: Music|| Length: 483|| Views: 136|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1381 8v7W7AiQJeI|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 599|| Views: 4700|| Ratings: 8|| Rate: 3.88|| Comments: 9
Rank 1382 SHKWk53DFNk|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 344|| Views: 202|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 1383 cK4MMp6JLaE|| PageRank Score: 2.77557e-05|| Category: Comedy|| Length: 409|| Views: 224|| Ratings: 0|| Rate: 0|| Comments: 10
Rank 1384 8pEnAimY6XQ|| PageRank Score: 2.77557e-05|| Category: Gadgets|| Length: 78|| Views: 169|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1385 8oGVX-ExzjA|| PageRank Score: 2.77557e-05|| Category: People|| Length: 521|| Views: 1183|| Ratings: 7|| Rate: 5|| Comments: 12
Rank 1386 SWA92T5aX0I|| PageRank Score: 2.77557e-05|| Category: Howto|| Length: 515|| Views: 71|| Ratings: 2|| Rate: 3.5|| Comments: 0
Rank 1387 ZT4Jf-gQXWc|| PageRank Score: 2.77557e-05|| Category: Film|| Length: 68|| Views: 450|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 1388 jjJXdf6ub1Y|| PageRank Score: 2.77557e-05|| Category: People|| Length: 20|| Views: 68|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1389 ZZyVSSLLTCU|| PageRank Score: 2.77557e-05|| Category: Sports|| Length: 319|| Views: 333|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1390 _eOvBNpYazQ|| PageRank Score: 2.77557e-05|| Category: People|| Length: 120|| Views: 1304|| Ratings: 6|| Rate: 4.33|| Comments: 2
Rank 1391 1GQoXYs52Ww|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 52|| Views: 753|| Ratings: 5|| Rate: 5|| Comments: 3
Rank 1392 1GuzZKosUPQ|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 64|| Views: 491|| Ratings: 2|| Rate: 3|| Comments: 3
Rank 1393 1IPOjCPN1Uk|| PageRank Score: 2.64971e-05|| Category: News|| Length: 286|| Views: 816|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 1394 1NNkfVGRebE|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 151|| Views: 514|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 1395 ixOwWVsbLeQ|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 30|| Views: 197|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1396 1R7ko3gqK3Y|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 14|| Views: 3069|| Ratings: 3|| Rate: 1|| Comments: 1
Rank 1397 15v4FRHhzlY|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 358|| Views: 5098|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1398 k0jHVOCr_Ig|| PageRank Score: 2.64971e-05|| Category: People|| Length: 259|| Views: 83|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1399 k6SBsf6XAw0|| PageRank Score: 2.64971e-05|| Category: Travel|| Length: 82|| Views: 24|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1400 iaApNBKukl0|| PageRank Score: 2.64971e-05|| Category: News|| Length: 4|| Views: 144|| Ratings: 1|| Rate: 1|| Comments: 3
Rank 1401 iZehf-dkvKo|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 9|| Views: 5479|| Ratings: 2|| Rate: 5|| Comments: 7
Rank 1402 iZ5y3WF-P6k|| PageRank Score: 2.64971e-05|| Category: News|| Length: 78|| Views: 148|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1403 iXu1YRBy5ic|| PageRank Score: 2.64971e-05|| Category: People|| Length: 31|| Views: 1020|| Ratings: 3|| Rate: 5|| Comments: 4
Rank 1404 iTkR2gUw0ZQ|| PageRank Score: 2.64971e-05|| Category: People|| Length: 224|| Views: 533|| Ratings: 9|| Rate: 3.33|| Comments: 3
Rank 1405 i9p3YT8ZtPY|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 203|| Views: 258|| Ratings: 2|| Rate: 5|| Comments: 9
Rank 1406 i1SeskkZ8xs|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 161|| Views: 180|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1407 i0TwpHWbadM|| PageRank Score: 2.64971e-05|| Category: News|| Length: 52|| Views: 128|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1408 kOnnWoyh6Mg|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 135|| Views: 2090|| Ratings: 4|| Rate: 4.75|| Comments: 1
Rank 1409 hvIZnWnYq_o|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 246|| Views: 127|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1410 hprzqR9LsIk|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 117|| Views: 987|| Ratings: 2|| Rate: 3|| Comments: 1
Rank 1411 kXAV2kaTV3o|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 70|| Views: 50|| Ratings: 3|| Rate: 4.67|| Comments: 5
Rank 1412 hoxozwMXTlE|| PageRank Score: 2.64971e-05|| Category: News|| Length: 465|| Views: 100|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1413 k_8-j6Nzgjo|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 18|| Views: 927|| Ratings: 12|| Rate: 1.75|| Comments: 55
Rank 1414 ka0IMBAdDyQ|| PageRank Score: 2.64971e-05|| Category: Howto|| Length: 2259|| Views: 4000|| Ratings: 36|| Rate: 4.56|| Comments: 20
Rank 1415 hoBvhiC-2Y0|| PageRank Score: 2.64971e-05|| Category: News|| Length: 13|| Views: 233|| Ratings: 1|| Rate: 5|| Comments: 6
Rank 1416 hirL7BnvF2A|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 222|| Views: 64|| Ratings: 1|| Rate: 4|| Comments: 1
Rank 1417 kgtrN9wEqII|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 183|| Views: 248|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1418 1jvw12E9qF4|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 453|| Views: 25911|| Ratings: 166|| Rate: 4.93|| Comments: 37
Rank 1419 klhVUQL0FNI|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 44|| Views: 1292|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1420 hXtoVjGwXR8|| PageRank Score: 2.64971e-05|| Category: People|| Length: 408|| Views: 109|| Ratings: 13|| Rate: 4.62|| Comments: 8
Rank 1421 koaTzzAz36Y|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 51|| Views: 1968|| Ratings: 4|| Rate: 4|| Comments: 0
Rank 1422 kobYGAO5wKQ|| PageRank Score: 2.64971e-05|| Category: People|| Length: 30|| Views: 2512|| Ratings: 2|| Rate: 3|| Comments: 1
Rank 1423 1laG-8YEO9Y|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 77|| Views: 745|| Ratings: 4|| Rate: 3.5|| Comments: 3
Rank 1424 hPYY7AssKxg|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 47|| Views: 614|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1425 hLnCOamKNUs|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 273|| Views: 685|| Ratings: 4|| Rate: 5|| Comments: 3
Rank 1426 kzV2bmzfmjk|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 455|| Views: 3273|| Ratings: 0|| Rate: 0|| Comments: 5
Rank 1427 l0QEcRqLbcY|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 146|| Views: 241|| Ratings: 3|| Rate: 4.67|| Comments: 2
Rank 1428 hHfOxoQ5KS8|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 47|| Views: 95|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1429 l0V4TCTW1cg|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 154|| Views: 107|| Ratings: 3|| Rate: 4.67|| Comments: 2
Rank 1430 hFbLsL_4oCE|| PageRank Score: 2.64971e-05|| Category: People|| Length: 121|| Views: 435|| Ratings: 9|| Rate: 4.56|| Comments: 0
Rank 1431 hFZqR6rIvcE|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 78|| Views: 12811|| Ratings: 17|| Rate: 4.76|| Comments: 54
Rank 1432 1uxMOUL8EJ4|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 197|| Views: 177|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1433 lB4dGy6un9s|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 417|| Views: 9685|| Ratings: 63|| Rate: 4.9|| Comments: 18
Rank 1434 1vzfUPGiSnQ|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 93|| Views: 7436|| Ratings: 13|| Rate: 4.85|| Comments: 12
Rank 1435 ghldSRfwk8o|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 21|| Views: 1109|| Ratings: 3|| Rate: 5|| Comments: 0
Rank 1436 gOrjfGSFAl8|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 90|| Views: 1252|| Ratings: 7|| Rate: 4.43|| Comments: 8
Rank 1437 lGeCfSHSQzQ|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 66|| Views: 79|| Ratings: 2|| Rate: 2|| Comments: 7
Rank 1438 lGrzc_h50Co|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 6|| Views: 114|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1439 gLdeHCDCfps|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 46|| Views: 3919|| Ratings: 6|| Rate: 3.67|| Comments: 15
Rank 1440 g3Ls8FVxhoc|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 270|| Views: 9121|| Ratings: 8|| Rate: 5|| Comments: 13
Rank 1441 fwOZLUqMA70|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 207|| Views: 7708|| Ratings: 24|| Rate: 4.5|| Comments: 7
Rank 1442 lPAPlaWx7As|| PageRank Score: 2.64971e-05|| Category: News|| Length: 81|| Views: 17|| Ratings: 3|| Rate: 5|| Comments: 0
Rank 1443 26otQpyJYkc|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 62|| Views: 40|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1444 lQMF-Dnq7_U|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 43|| Views: 455|| Ratings: 24|| Rate: 4.67|| Comments: 20
Rank 1445 fsamlSHI86s|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 110|| Views: 33015|| Ratings: 48|| Rate: 4.67|| Comments: 17
Rank 1446 lbmuBTH1kXw|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 22|| Views: 775|| Ratings: 3|| Rate: 1|| Comments: 0
Rank 1447 fp66iB8q3fY|| PageRank Score: 2.64971e-05|| Category: People|| Length: 57|| Views: 81|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1448 fiFGH5iZHHc|| PageRank Score: 2.64971e-05|| Category: People|| Length: 36|| Views: 194|| Ratings: 1|| Rate: 3|| Comments: 0
Rank 1449 lgoTyqyFBXg|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 653|| Views: 1558|| Ratings: 14|| Rate: 2.64|| Comments: 7
Rank 1450 fhHf2uaCMU4|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 306|| Views: 851|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1451 li-5SXW1hn8|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 35|| Views: 3|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1452 fgIsAIMJyKI|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 102|| Views: 284|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1453 fW1rkdoN8jU|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 105|| Views: 1158|| Ratings: 6|| Rate: 3.67|| Comments: 0
Rank 1454 fMTVzIzQmE0|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 284|| Views: 39380|| Ratings: 118|| Rate: 4.7|| Comments: 99
Rank 1455 f9Cnybic4q4|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 167|| Views: 325|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 1456 epKl4sSilnk|| PageRank Score: 2.64971e-05|| Category: Howto|| Length: 653|| Views: 51|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1457 egbVM9kFUq4|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 26|| Views: 59|| Ratings: 0|| Rate: 0|| Comments: 3
Rank 1458 m0mnHpjuUSQ|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 53|| Views: 323|| Ratings: 3|| Rate: 2.33|| Comments: 0
Rank 1459 Yw1tBWuvuP4|| PageRank Score: 2.64971e-05|| Category: News|| Length: 444|| Views: 294|| Ratings: 1|| Rate: 5|| Comments: 8
Rank 1460 eeiChi374ig|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 91|| Views: 5730|| Ratings: 13|| Rate: 4.62|| Comments: 12
Rank 1461 m78cCLZq1Zg|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 517|| Views: 143|| Ratings: 4|| Rate: 5|| Comments: 0
Rank 1462 mE3A_8sDdL0|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 146|| Views: 253|| Ratings: 2|| Rate: 5|| Comments: 3
Rank 1463 mE8lasvC1iM|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 24|| Views: 36|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1464 e_evOPjs3a8|| PageRank Score: 2.64971e-05|| Category: News|| Length: 304|| Views: 441|| Ratings: 6|| Rate: 4.83|| Comments: 5
Rank 1465 2Qu0RfWHz88|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 142|| Views: 243|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1466 mIhP6IyHYGM|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 9|| Views: 470|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1467 eU9GvNxv9Nc|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 12|| Views: 1741|| Ratings: 8|| Rate: 1.5|| Comments: 3
Rank 1468 mKa4oGYp-Og|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 37|| Views: 50|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1469 eR-MoX_WUso|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 372|| Views: 927|| Ratings: 8|| Rate: 5|| Comments: 11
Rank 1470 2TWJw4tizOk|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 598|| Views: 420|| Ratings: 2|| Rate: 5|| Comments: 6
Rank 1471 eBOaA9Khg3M|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 390|| Views: 473|| Ratings: 5|| Rate: 3.8|| Comments: 0
Rank 1472 mTYdtQ0E3nw|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 63|| Views: 4268|| Ratings: 19|| Rate: 4.89|| Comments: 3
Rank 1473 dzU_-IcFaQw|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 441|| Views: 177|| Ratings: 6|| Rate: 4.83|| Comments: 6
Rank 1474 dsjh_iuR7kk|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 373|| Views: 14619|| Ratings: 23|| Rate: 4.7|| Comments: 18
Rank 1475 dqjgJV5WbiQ|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 510|| Views: 1495|| Ratings: 11|| Rate: 4.91|| Comments: 4
Rank 1476 dq0pbWmS4Uk|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 21|| Views: 2198|| Ratings: 13|| Rate: 3.92|| Comments: 8
Rank 1477 dprCdDhed0s|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 247|| Views: 3063|| Ratings: 6|| Rate: 4.5|| Comments: 1
Rank 1478 dYFrtAUZrXs|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 80|| Views: 19498|| Ratings: 126|| Rate: 4.42|| Comments: 73
Rank 1479 mY_xki2GFts|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 20|| Views: 1287|| Ratings: 4|| Rate: 1.5|| Comments: 1
Rank 1480 dY4Xl2HBirI|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 65|| Views: 13|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1481 mfLNSXYiGog|| PageRank Score: 2.64971e-05|| Category: People|| Length: 208|| Views: 85|| Ratings: 7|| Rate: 1.71|| Comments: 4
Rank 1482 dL-d4bZ6JB0|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 375|| Views: 354|| Ratings: 1|| Rate: 1|| Comments: 0
Rank 1483 d7RjlwFn354|| PageRank Score: 2.64971e-05|| Category: People|| Length: 150|| Views: 90|| Ratings: 10|| Rate: 5|| Comments: 7
Rank 1484 cqdsqSFFvdc|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 27|| Views: 22|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1485 cmLgucZUCkk|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 277|| Views: 2647|| Ratings: 2|| Rate: 4|| Comments: 11
Rank 1486 mp1xwd_rpkU|| PageRank Score: 2.64971e-05|| Category: News|| Length: 80|| Views: 8331|| Ratings: 351|| Rate: 4.41|| Comments: 84
Rank 1487 cXjZG3b1IpY|| PageRank Score: 2.64971e-05|| Category: Howto|| Length: 505|| Views: 705|| Ratings: 3|| Rate: 5|| Comments: 1
Rank 1488 mrW2x8l4QYI|| PageRank Score: 2.64971e-05|| Category: News|| Length: 17|| Views: 6004|| Ratings: 11|| Rate: 3.91|| Comments: 4
Rank 1489 n6nLYPsTtyI|| PageRank Score: 2.64971e-05|| Category: News|| Length: 79|| Views: 70|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1490 n6oev_KvVGg|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 236|| Views: 34|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1491 cMtcerwRdJw|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 127|| Views: 512|| Ratings: 2|| Rate: 3|| Comments: 0
Rank 1492 cB1o188P8SQ|| PageRank Score: 2.64971e-05|| Category: Howto|| Length: 149|| Views: 309|| Ratings: 2|| Rate: 4|| Comments: 3
Rank 1493 nEhNBQd2IfY|| PageRank Score: 2.64971e-05|| Category: News|| Length: 492|| Views: 442|| Ratings: 2|| Rate: 5|| Comments: 4
Rank 1494 c8Klorto-HE|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 84|| Views: 5167|| Ratings: 13|| Rate: 4.54|| Comments: 15
Rank 1495 nIiMrdy67PY|| PageRank Score: 2.64971e-05|| Category: News|| Length: 117|| Views: 77|| Ratings: 3|| Rate: 5|| Comments: 1
Rank 1496 2rwdyya1_Ew|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 131|| Views: 22|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1497 2sSZk3SEPGQ|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 103|| Views: 2023|| Ratings: 5|| Rate: 3.8|| Comments: 1
Rank 1498 bstMSS2orfY|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 460|| Views: 39191|| Ratings: 236|| Rate: 4.58|| Comments: 171
Rank 1499 bpwomtp_WVk|| PageRank Score: 2.64971e-05|| Category: News|| Length: 201|| Views: 1690|| Ratings: 3|| Rate: 5|| Comments: 1
Rank 1500 bpbZwl1gYMA|| PageRank Score: 2.64971e-05|| Category: News|| Length: 179|| Views: 723|| Ratings: 8|| Rate: 2.5|| Comments: 0
Rank 1501 3AUXToDYRf8|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 60|| Views: 123|| Ratings: 2|| Rate: 4|| Comments: 3
Rank 1502 0h9acnYbZ3g|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 241|| Views: 169|| Ratings: 1|| Rate: 1|| Comments: 0
Rank 1503 bQQ0kLdYJK4|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 100|| Views: 559|| Ratings: 4|| Rate: 3|| Comments: 5
Rank 1504 bM3zz1vaMcY|| PageRank Score: 2.64971e-05|| Category: People|| Length: 33|| Views: 379|| Ratings: 8|| Rate: 1.38|| Comments: 1
Rank 1505 bDEZxkfn5e0|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 75|| Views: 6119|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1506 b7PmbmoW4ow|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 84|| Views: 213|| Ratings: 4|| Rate: 5|| Comments: 5
Rank 1507 nlU1rRcEAYw|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 150|| Views: 850|| Ratings: 3|| Rate: 5|| Comments: 3
Rank 1508 3IGe_gRcyQ4|| PageRank Score: 2.64971e-05|| Category: News|| Length: 410|| Views: 213|| Ratings: 5|| Rate: 5|| Comments: 0
Rank 1509 b5HWNh9WFMU|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 219|| Views: 9743|| Ratings: 22|| Rate: 4.77|| Comments: 16
Rank 1510 0fZTC891FzY|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 235|| Views: 3228|| Ratings: 4|| Rate: 4.25|| Comments: 1
Rank 1511 axTxnjquyao|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 31|| Views: 2319|| Ratings: 3|| Rate: 4.67|| Comments: 4
Rank 1512 atT7Fv-Hld4|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 142|| Views: 4765|| Ratings: 23|| Rate: 5|| Comments: 9
Rank 1513 apoKaTUdzSg|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 134|| Views: 154|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1514 o5MKyIe-4io|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 37|| Views: 272|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1515 anTR-667oII|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 286|| Views: 544|| Ratings: 15|| Rate: 4.67|| Comments: 8
Rank 1516 aMocw3CYEA8|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 13|| Views: 178|| Ratings: 4|| Rate: 3|| Comments: 3
Rank 1517 aAbqC9cq41E|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 333|| Views: 460|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 1518 _zx00cWRPII|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 102|| Views: 591|| Ratings: 4|| Rate: 4|| Comments: 0
